id,tweet_id,engagement,effective_length,polarity,subjectivity
167435593.0,1.17994e+18,228,111,0.0,0.0
167435593.0,1.17992e+18,19,116,0.2857142857142857,0.5357142857142857
167435593.0,1.17992e+18,241,109,0.0,0.0
167435593.0,1.17991e+18,56,32,-0.10370370370370373,0.19259259259259262
167435593.0,1.17991e+18,285,235,0.0,0.0
167435593.0,1.17991e+18,11,103,0.06507936507936506,0.4123015873015873
167435593.0,1.1799e+18,7,224,0.0,0.0
167435593.0,1.17987e+18,448,255,0.21785714285714286,0.41785714285714287
167435593.0,1.17986e+18,3,113,0.2857142857142857,0.5357142857142857
167435593.0,1.17983e+18,23,71,-0.015151515151515152,0.3333333333333333
167435593.0,1.17981e+18,28,124,0.0,0.0
167435593.0,1.1798e+18,462,208,0.3222222222222222,0.6444444444444444
167435593.0,1.17979e+18,20,90,0.06507936507936506,0.4123015873015873
167435593.0,1.17978e+18,112,172,0.425,0.625
167435593.0,1.17976e+18,68,237,-0.07777777777777779,0.19444444444444448
167435593.0,1.1796e+18,467,112,0.0,0.0
167435593.0,1.17959e+18,50,114,0.2857142857142857,0.5357142857142857
167435593.0,1.17958e+18,746,109,0.0,0.0
167435593.0,1.17957e+18,76,109,0.0,0.0
167435593.0,1.17956e+18,17,115,0.2857142857142857,0.5357142857142857
167435593.0,1.17955e+18,11,116,0.2857142857142857,0.5357142857142857
167435593.0,1.17954e+18,14,224,0.0,0.0
167435593.0,1.17953e+18,29,71,-0.015151515151515152,0.3333333333333333
167435593.0,1.17951e+18,38,17,0.029629629629629617,0.35925925925925933
167435593.0,1.17951e+18,42,181,-0.05714285714285714,0.6047619047619047
167435593.0,1.17951e+18,13,142,0.2857142857142857,0.5357142857142857
167435593.0,1.1795e+18,31,233,0.0,0.16666666666666666
167435593.0,1.17947e+18,50,165,0.3,0.8
167435593.0,1.17945e+18,44,108,0.0,0.0
167435593.0,1.17943e+18,27,234,0.07314814814814814,0.2962962962962963
167435593.0,1.17941e+18,47,219,0.425,0.625
167435593.0,1.17924e+18,590,110,0.0,0.0
167435593.0,1.17923e+18,14,124,0.14285714285714285,0.33035714285714285
167435593.0,1.17921e+18,23,108,0.0,0.0
167435593.0,1.1792e+18,14,113,0.2857142857142857,0.5357142857142857
167435593.0,1.17919e+18,201,108,0.0,0.0
167435593.0,1.17917e+18,24,116,0.37671957671957673,0.37486772486772485
167435593.0,1.17917e+18,18,71,-0.015151515151515152,0.3333333333333333
167435593.0,1.17916e+18,19,108,0.0,0.0
167435593.0,1.17916e+18,16,112,0.14285714285714285,0.26785714285714285
167435593.0,1.17915e+18,7,224,0.0,0.0
167435593.0,1.17913e+18,10,100,0.0,0.0
167435593.0,1.17912e+18,27,71,-0.015151515151515152,0.3333333333333333
167435593.0,1.17912e+18,37,130,0.0,0.16666666666666666
167435593.0,1.17909e+18,147,126,0.14285714285714285,0.35119047619047616
167435593.0,1.17908e+18,8,133,0.0767195767195767,0.40820105820105823
167435593.0,1.17907e+18,60,288,0.0,0.0
167435593.0,1.17904e+18,16,108,0.0,0.0
167435593.0,1.17902e+18,21,75,0.03968253968253968,0.3674603174603175
167435593.0,1.17888e+18,1058,143,0.0,0.16666666666666666
167435593.0,1.17888e+18,988,144,0.48409090909090907,0.5053030303030303
167435593.0,1.17888e+18,1360,212,0.0,0.16666666666666666
167435593.0,1.17887e+18,1599,268,0.47954545454545455,0.5666666666666667
167435593.0,1.17887e+18,3081,265,0.4000000000000001,0.32222222222222224
167435593.0,1.17886e+18,108,148,0.24285714285714288,0.19365079365079363
167435593.0,1.17885e+18,152,91,0.0,0.0
167435593.0,1.17885e+18,249,132,0.5,0.23333333333333334
167435593.0,1.17885e+18,112,121,0.0,0.16666666666666666
167435593.0,1.17885e+18,122,81,0.0,0.16666666666666666
167435593.0,1.17884e+18,124,190,0.19285714285714284,0.5678571428571428
167435593.0,1.17884e+18,78,194,0.09999999999999999,0.32222222222222224
167435593.0,1.17881e+18,21,173,0.3678571428571429,0.6928571428571428
167435593.0,1.1788e+18,28,112,0.14285714285714285,0.31785714285714284
167435593.0,1.1788e+18,26,147,0.06507936507936506,0.4123015873015873
167435593.0,1.1788e+18,282,169,0.425,0.625
167435593.0,1.17879e+18,10,94,0.2857142857142857,0.5357142857142857
167435593.0,1.17879e+18,93,106,0.0,0.0
167435593.0,1.17876e+18,95,265,0.1038095238095238,0.40714285714285714
167435593.0,1.17876e+18,211,111,0.0,0.0
167435593.0,1.17873e+18,47,100,0.0,0.0
167435593.0,1.17872e+18,6,86,0.14285714285714285,0.46785714285714286
167435593.0,1.17872e+18,81,157,-0.038095238095238106,0.41190476190476194
167435593.0,1.17871e+18,10,113,0.0,0.0
167435593.0,1.17868e+18,16,97,0.14285714285714285,0.26785714285714285
167435593.0,1.17868e+18,82,192,0.425,0.625
167435593.0,1.17868e+18,21,248,0.11904761904761905,0.24603174603174602
167435593.0,1.17867e+18,328,220,0.06818181818181818,0.3106060606060606
167435593.0,1.17851e+18,1323,110,0.0,0.0
167435593.0,1.1785e+18,17,101,0.2857142857142857,0.5357142857142857
167435593.0,1.17848e+18,27,131,0.14285714285714285,0.31785714285714284
167435593.0,1.17847e+18,103,232,0.24907407407407403,0.5175925925925925
167435593.0,1.17847e+18,819,110,0.0,0.0
167435593.0,1.17846e+18,21,89,0.14285714285714285,0.26785714285714285
167435593.0,1.17844e+18,138,209,0.2857142857142857,0.5357142857142857
167435593.0,1.17841e+18,37,134,0.0,0.16666666666666666
167435593.0,1.17839e+18,22,80,0.06818181818181818,0.3333333333333333
167435593.0,1.17839e+18,4,91,-0.015151515151515152,0.3333333333333333
167435593.0,1.17838e+18,11,193,0.55,0.6000000000000001
167435593.0,1.17838e+18,92,228,0.0,0.16666666666666666
167435593.0,1.17837e+18,14,184,0.14069264069264067,0.40079365079365076
167435593.0,1.17837e+18,24,195,0.0,0.0
167435593.0,1.17835e+18,16,145,0.05952380952380952,0.35119047619047616
167435593.0,1.17834e+18,16,117,0.0,0.0
167435593.0,1.17832e+18,25,117,0.0,0.0
167435593.0,1.17815e+18,909,112,0.0,0.0
167435593.0,1.17814e+18,22,112,0.14285714285714285,0.26785714285714285
167435593.0,1.17814e+18,1020,111,0.0,0.0
167435593.0,1.17813e+18,87,109,0.0,0.0
167435593.0,1.17812e+18,111,235,0.035555555555555556,0.3444444444444445
167435593.0,1.17811e+18,11,108,0.14285714285714285,0.26785714285714285
167435593.0,1.1781e+18,6,98,0.06507936507936506,0.4123015873015873
167435593.0,1.1781e+18,49,107,0.0,0.0
167435593.0,1.17808e+18,16,105,0.14285714285714285,0.26785714285714285
167435593.0,1.17806e+18,146,224,0.11108706108706108,0.3596560846560846
167435593.0,1.17805e+18,8,120,0.14285714285714285,0.26785714285714285
167435593.0,1.17802e+18,31,187,-0.05555555555555555,0.14444444444444446
167435593.0,1.17801e+18,15,195,0.0,0.0
167435593.0,1.17799e+18,7,115,0.05952380952380952,0.35119047619047616
167435593.0,1.17799e+18,6,115,0.05952380952380952,0.35119047619047616
167435593.0,1.17798e+18,15,100,0.0,0.0
167435593.0,1.17796e+18,17,124,0.0,0.0
167435593.0,1.17795e+18,38,264,0.3833333333333333,0.2833333333333334
167435593.0,1.1778e+18,1166,102,0.0,0.0
167435593.0,1.17778e+18,7,94,0.2857142857142857,0.5357142857142857
167435593.0,1.17774e+18,85,244,0.09163059163059162,0.4561507936507937
167435593.0,1.17773e+18,39,232,0.14285714285714285,0.35119047619047616
167435593.0,1.17772e+18,102,119,1.0,1.0
167435593.0,1.17771e+18,284,213,0.39285714285714285,0.7678571428571428
167435593.0,1.1777e+18,54,159,0.0,0.16666666666666666
167435593.0,1.17769e+18,86,126,0.01785714285714285,0.39285714285714285
167435593.0,1.17767e+18,17,221,0.0,0.0
167435593.0,1.17764e+18,6,104,0.0,0.0
167435593.0,1.17763e+18,10,132,0.05952380952380952,0.35119047619047616
167435593.0,1.17762e+18,14,165,0.2857142857142857,0.5357142857142857
167435593.0,1.1776e+18,28,170,0.029629629629629617,0.32592592592592595
167435593.0,1.17759e+18,139,216,0.575,0.42500000000000004
167435593.0,1.17742e+18,1100,107,0.0,0.0
167435593.0,1.17738e+18,47,71,-0.015151515151515152,0.3333333333333333
167435593.0,1.17737e+18,393,254,0.2722222222222222,0.5555555555555555
167435593.0,1.17736e+18,21,133,0.05952380952380952,0.35119047619047616
167435593.0,1.17735e+18,9,75,0.03968253968253968,0.3674603174603175
167435593.0,1.17733e+18,29,213,0.0,0.0
167435593.0,1.17731e+18,8,35,-0.1592592592592593,0.24814814814814815
167435593.0,1.17731e+18,43,217,-0.05714285714285716,0.46785714285714286
167435593.0,1.17729e+18,41,111,0.4,0.5
167435593.0,1.17729e+18,26,105,0.0,0.0
167435593.0,1.17728e+18,7,91,0.06507936507936506,0.4123015873015873
167435593.0,1.17727e+18,11,251,-0.009595959595959616,0.3717171717171717
269039712.0,1.17269e+18,40,171,0.0,0.0
269039712.0,1.17221e+18,5,91,0.0,0.0
269039712.0,1.1722e+18,65,28,0.0,0.0
269039712.0,1.17216e+18,16,189,0.2,0.25
269039712.0,1.17216e+18,10,51,-0.09999999999999999,0.5
269039712.0,1.17213e+18,10,60,0.0,0.0
269039712.0,1.17211e+18,290,26,0.0,0.0
269039712.0,1.17184e+18,3,68,0.8,0.4
269039712.0,1.1718e+18,34,16,0.0,0.0
269039712.0,1.17122e+18,29,66,0.0,0.0
269039712.0,1.17113e+18,1,55,0.0,0.0
269039712.0,1.17088e+18,61,64,0.35,0.65
269039712.0,1.17087e+18,13,111,0.0,0.0
269039712.0,1.17086e+18,38,230,0.11212121212121212,0.43333333333333335
269039712.0,1.17071e+18,4,90,0.0,0.0
269039712.0,1.1707e+18,3,26,0.2,0.2
269039712.0,1.16893e+18,0,87,0.14545454545454545,0.43333333333333335
269039712.0,1.16855e+18,4,28,-0.5,1.0
269039712.0,1.1682e+18,18,104,0.0,0.0
269039712.0,1.16801e+18,19,53,0.0,0.0
269039712.0,1.168e+18,12,170,0.25,0.75
269039712.0,1.168e+18,6,57,0.0,0.0
269039712.0,1.16794e+18,128,182,0.5,0.5
269039712.0,1.16779e+18,17,164,0.1,0.1
269039712.0,1.16751e+18,10,47,0.2,0.5
269039712.0,1.16747e+18,8,268,-0.07500000000000001,0.05
269039712.0,1.16722e+18,25,257,-0.5,0.5
269039712.0,1.16718e+18,8,38,0.0,0.75
269039712.0,1.16718e+18,3,36,0.0,0.0
269039712.0,1.16717e+18,6,171,0.15000000000000002,0.2
269039712.0,1.16717e+18,19,273,0.3575757575757576,0.4666666666666666
269039712.0,1.16717e+18,4,78,0.0,0.0
269039712.0,1.16717e+18,3,42,0.1,0.4
269039712.0,1.16717e+18,2,44,0.0,0.0
269039712.0,1.16713e+18,40,76,0.0,0.0
269039712.0,1.1671e+18,49,43,0.5,0.625
269039712.0,1.16707e+18,5,126,0.0,0.2285714285714286
269039712.0,1.16683e+18,9,208,0.0,0.0
269039712.0,1.16682e+18,11,126,0.85,1.0
269039712.0,1.16677e+18,15,65,0.0,0.0
269039712.0,1.16647e+18,3,30,0.0,0.0
269039712.0,1.16647e+18,7,231,-0.24999999999999997,0.2
269039712.0,1.16646e+18,3,179,0.6,1.0
269039712.0,1.16638e+18,5,172,0.0,0.5
269039712.0,1.16617e+18,1,82,0.35,0.35
269039712.0,1.16612e+18,7,97,0.4166666666666667,0.5333333333333333
269039712.0,1.16612e+18,5,279,-0.21666666666666667,0.8333333333333333
269039712.0,1.16612e+18,14,210,0.0,0.0
269039712.0,1.16611e+18,13,279,0.1,0.4
269039712.0,1.16601e+18,11,76,0.25,0.625
269039712.0,1.16598e+18,3,27,0.0,0.0
269039712.0,1.16576e+18,2,60,0.0,0.0
269039712.0,1.1654e+18,2,25,0.85,1.0
269039712.0,1.16383e+18,9,0,0.0,0.0
269039712.0,1.1638e+18,1,213,-0.21666666666666667,0.21666666666666667
269039712.0,1.16344e+18,8,170,0.3277777777777778,0.7055555555555556
269039712.0,1.16328e+18,1,32,0.0,0.0
269039712.0,1.16327e+18,1,38,0.0,0.0
269039712.0,1.16292e+18,0,28,0.0,0.0
269039712.0,1.16291e+18,137,148,-0.008333333333333331,0.35833333333333334
269039712.0,1.16288e+18,35,173,-0.16666666666666666,0.7
269039712.0,1.16288e+18,19,119,-0.125,0.1
269039712.0,1.16283e+18,0,34,0.0,0.0
269039712.0,1.16275e+18,5,84,0.0,0.0
269039712.0,1.16274e+18,4,203,0.0,0.0
269039712.0,1.16255e+18,1,36,0.1,0.4
269039712.0,1.16249e+18,2,258,1.0,0.3
269039712.0,1.16249e+18,7,48,0.0,0.0
269039712.0,1.16249e+18,92,274,-0.5166666666666666,0.6666666666666666
269039712.0,1.16241e+18,4,268,0.3,0.0
269039712.0,1.16218e+18,0,74,0.0,0.0
269039712.0,1.16171e+18,23,210,0.6,1.0
269039712.0,1.16145e+18,5,88,0.0,0.0
269039712.0,1.16144e+18,0,92,0.2333333333333333,0.39999999999999997
269039712.0,1.16144e+18,21,268,0.25,0.25
269039712.0,1.16144e+18,66,195,0.0,0.0
269039712.0,1.16143e+18,3,274,0.0,0.0
269039712.0,1.16138e+18,2,220,0.475,0.6
269039712.0,1.16138e+18,32,18,0.0,0.0
269039712.0,1.16135e+18,3,103,0.2,0.2
269039712.0,1.16135e+18,11,82,0.0,0.0
269039712.0,1.16134e+18,53,275,-0.2638888888888889,0.5694444444444444
269039712.0,1.16134e+18,2,78,0.35000000000000003,0.6
269039712.0,1.16134e+18,2,61,0.2,0.2
269039712.0,1.16134e+18,5,46,0.2,0.2
269039712.0,1.16134e+18,3,169,-0.25,0.65
269039712.0,1.16134e+18,1,135,0.0,0.0
269039712.0,1.16134e+18,6,75,0.0,0.0
269039712.0,1.1613e+18,5,24,0.0,0.0
269039712.0,1.16129e+18,34,265,0.075,0.25
269039712.0,1.16127e+18,7,14,0.0,0.0
269039712.0,1.16105e+18,1,70,0.0,0.0
269039712.0,1.16105e+18,1,64,0.0,0.0
269039712.0,1.16104e+18,16,74,0.0,0.0
269039712.0,1.16101e+18,8,239,0.0,0.0
269039712.0,1.161e+18,10,193,0.0,0.0
269039712.0,1.161e+18,3,274,0.4166666666666667,0.6777777777777777
269039712.0,1.16096e+18,5,263,0.08166666666666667,0.39333333333333326
269039712.0,1.16095e+18,5,259,0.25,0.45
269039712.0,1.16095e+18,0,103,-0.4,0.6
269039712.0,1.16094e+18,3,272,0.4,0.75
269039712.0,1.16094e+18,9,204,0.0,0.0
269039712.0,1.16093e+18,23,181,0.0,0.0
269039712.0,1.16093e+18,1,139,-0.21666666666666667,0.21666666666666667
269039712.0,1.16068e+18,5,64,0.3666666666666667,0.6833333333333333
269039712.0,1.15989e+18,6,99,0.3,1.0
269039712.0,1.1596e+18,2,70,0.1,0.7
269039712.0,1.1595e+18,1,13,0.0,0.0
269039712.0,1.1593e+18,3,172,-0.17916666666666667,0.48750000000000004
269039712.0,1.15928e+18,3,55,0.0,0.0
269039712.0,1.15921e+18,3,32,0.0,0.0
269039712.0,1.15891e+18,1,56,0.0,0.0
269039712.0,1.15891e+18,2,122,0.30000000000000004,0.75
269039712.0,1.15888e+18,12,39,0.0,0.0
269039712.0,1.15888e+18,8,53,0.09999999999999999,0.5666666666666667
269039712.0,1.15887e+18,24,196,0.04999999999999999,1.0
269039712.0,1.15877e+18,25,80,-0.1,0.4
269039712.0,1.15855e+18,1,126,0.2,0.2
269039712.0,1.15855e+18,0,137,-0.5,1.0
269039712.0,1.15839e+18,17,94,0.25,0.25
269039712.0,1.15783e+18,6,98,0.03333333333333333,0.06666666666666667
269039712.0,1.15767e+18,4,28,0.0,0.0
269039712.0,1.15739e+18,9,204,0.4000000000000001,0.7333333333333334
269039712.0,1.15737e+18,20,33,0.0,0.0
269039712.0,1.15735e+18,10,195,0.0,0.0
269039712.0,1.15733e+18,21,280,0.0,0.0
269039712.0,1.15732e+18,0,84,0.0,0.0
269039712.0,1.15732e+18,4,200,-0.5,1.0
269039712.0,1.15732e+18,16,276,-0.36923076923076914,0.4006410256410256
269039712.0,1.15729e+18,6,54,0.0,0.3
269039712.0,1.15729e+18,76,209,-0.2,0.7
269039712.0,1.15675e+18,14,203,-0.3333333333333333,0.5
269039712.0,1.15671e+18,329,136,-0.15,0.55
269039712.0,1.15669e+18,87,150,0.35,0.8
269039712.0,1.15664e+18,13,39,0.1,0.25
269039712.0,1.15659e+18,12,109,-0.2,0.3
269039712.0,1.15641e+18,1,28,0.0,0.0
269039712.0,1.156e+18,4,152,0.00909090909090908,0.475
269039712.0,1.15597e+18,3,231,0.4666666666666666,0.5857142857142857
269039712.0,1.15596e+18,5,180,0.4,0.9
269039712.0,1.15595e+18,1,92,0.0,0.0
269039712.0,1.15565e+18,10,67,0.0,0.0
269039712.0,1.15563e+18,55,123,-0.2916666666666667,0.5416666666666666
269039712.0,1.15528e+18,8,61,0.0,0.0
269039712.0,1.15527e+18,1,35,0.0,0.0
269039712.0,1.15527e+18,0,40,0.2,0.2
269039712.0,1.15527e+18,8,234,-0.39583333333333337,0.7708333333333333
269039712.0,1.15514e+18,54,258,-0.35833333333333334,0.525
269039712.0,1.15497e+18,4,39,0.0,0.0
269039712.0,1.15497e+18,4,192,0.033333333333333354,0.8333333333333333
269039712.0,1.15481e+18,16,51,0.8,1.0
269039712.0,1.15479e+18,8,168,-0.21666666666666667,0.5833333333333333
269039712.0,1.15479e+18,32,108,-0.6999999999999998,0.6666666666666666
269039712.0,1.15478e+18,32,50,0.0,0.0
269039712.0,1.15452e+18,159,277,-0.20000000000000004,0.4666666666666666
269039712.0,1.15451e+18,53,263,0.5666666666666668,0.8666666666666667
269039712.0,1.15445e+18,15,36,0.25,0.25
269039712.0,1.15444e+18,20,193,0.0,0.0
269039712.0,1.1544e+18,2,232,0.45,0.6714285714285715
269039712.0,1.15439e+18,0,28,0.0,0.0
269039712.0,1.15438e+18,2,83,-0.15555555555555559,0.2888888888888889
269039712.0,1.15405e+18,12,58,0.8,1.0
269039712.0,1.15384e+18,0,36,0.0,0.0
269039712.0,1.15384e+18,3,13,0.0,0.0
269039712.0,1.15377e+18,16,75,0.30000000000000004,0.65
269039712.0,1.15377e+18,11,167,-0.022727272727272735,0.59375
269039712.0,1.15377e+18,15,185,0.0,0.0
269039712.0,1.15377e+18,14,116,-0.3,0.1
269039712.0,1.15367e+18,26,103,0.8,1.0
269039712.0,1.15294e+18,0,40,0.0,0.0
269039712.0,1.15294e+18,2,38,0.0,0.0
269039712.0,1.15294e+18,2,51,0.0,0.0
269039712.0,1.15278e+18,36,163,0.0,0.0
269039712.0,1.15262e+18,2,132,0.825,1.0
269039712.0,1.15222e+18,66,192,-0.09999999999999995,0.3416666666666667
269039712.0,1.15188e+18,10,96,0.0,0.0
269039712.0,1.15188e+18,4,114,-0.15,0.4
269039712.0,1.15186e+18,23,194,0.3181818181818182,0.5
269039712.0,1.15166e+18,9,27,-0.6666666666666666,0.8333333333333333
269039712.0,1.15166e+18,32,41,0.0,0.0
269039712.0,1.15114e+18,11,52,0.8,1.0
269039712.0,1.15047e+18,4,106,0.4,0.2625
269039712.0,1.15007e+18,6,50,0.2,0.5
269039712.0,1.14973e+18,76,51,0.0,0.0
269039712.0,1.14937e+18,5,85,0.0,0.0
269039712.0,1.14934e+18,3,272,0.5,0.5
269039712.0,1.14934e+18,5,0,0.0,0.0
269039712.0,1.14931e+18,19,178,0.5,0.5
269039712.0,1.14916e+18,26,24,0.0,0.0
269039712.0,1.14901e+18,26,180,0.0,0.0
269039712.0,1.14898e+18,5,172,0.45,0.55
269039712.0,1.14837e+18,2,61,0.0,0.0
269039712.0,1.14803e+18,91,253,-0.16666666666666666,0.375
269039712.0,1.14803e+18,2,267,0.0,0.0
269039712.0,1.14751e+18,11,86,0.31666666666666665,0.5
269039712.0,1.14687e+18,3,52,0.1,0.2
269039712.0,1.14685e+18,5,137,1.0,1.0
269039712.0,1.14681e+18,4,89,0.1,0.1
269039712.0,1.14681e+18,5,278,0.2,0.2
269039712.0,1.14655e+18,24,91,-0.2,0.05
269039712.0,1.14503e+18,3,37,0.0,0.0
269039712.0,1.14503e+18,2,43,0.15000000000000002,0.3833333333333333
269039712.0,1.14498e+18,15,68,-0.5,1.0
269039712.0,1.14498e+18,7,31,0.0,0.0
269039712.0,1.14495e+18,24,274,-0.03333333333333336,0.39999999999999997
269039712.0,1.14492e+18,8,85,0.0,0.0
62561348.0,1.17516e+18,0,92,-0.3999999999999999,0.5833333333333333
62561348.0,1.17516e+18,1,116,-0.2666666666666666,0.38888888888888884
62561348.0,1.17514e+18,1,106,-0.29999999999999993,0.4666666666666666
62561348.0,1.17514e+18,2,136,-0.05,0.25
62561348.0,1.17514e+18,0,104,0.25,0.3
62561348.0,1.17514e+18,1,139,0.0,0.0
62561348.0,1.1748e+18,0,45,0.03333333333333334,0.3416666666666667
62561348.0,1.1748e+18,2,54,-0.1,0.5
62561348.0,1.17476e+18,1,108,0.0,0.0
62561348.0,1.17476e+18,0,113,0.4,0.1
62561348.0,1.17475e+18,0,123,-0.29999999999999993,0.4666666666666667
62561348.0,1.17472e+18,0,126,0.0,0.5
62561348.0,1.17471e+18,0,109,0.9,1.0
62561348.0,1.17471e+18,2,213,0.0,0.1
62561348.0,1.1747e+18,1,74,0.0,0.0
62561348.0,1.1747e+18,2,71,0.6166666666666667,1.0
62561348.0,1.1747e+18,2,217,-0.3,0.75
62561348.0,1.17469e+18,0,92,0.0,0.35
62561348.0,1.17469e+18,0,169,0.075,0.675
62561348.0,1.17469e+18,4,116,0.15000000000000002,0.7
62561348.0,1.17469e+18,0,93,0.0,0.0
62561348.0,1.17469e+18,2,136,0.2333333333333333,0.39999999999999997
62561348.0,1.17469e+18,0,132,0.0,0.35
62561348.0,1.17469e+18,0,118,-0.07777777777777779,0.2694444444444445
62561348.0,1.17469e+18,0,101,0.4000000000000001,0.7333333333333334
62561348.0,1.17469e+18,0,139,-0.24999999999999992,0.5833333333333333
62561348.0,1.17408e+18,2,120,0.11363636363636363,0.2727272727272727
62561348.0,1.17407e+18,1,264,-0.09999999999999992,0.6333333333333333
62561348.0,1.17407e+18,0,125,0.0,0.0
62561348.0,1.17407e+18,0,82,0.21428571428571427,0.5
62561348.0,1.17407e+18,0,105,0.13333333333333333,0.3333333333333333
62561348.0,1.17407e+18,0,105,0.2,0.4
62561348.0,1.17407e+18,1,161,-0.6666666666666666,1.0
62561348.0,1.17407e+18,2,81,-0.3999999999999999,0.5833333333333333
62561348.0,1.17407e+18,3,98,0.03333333333333333,0.3666666666666667
62561348.0,1.17407e+18,1,98,-0.1,0.5
62561348.0,1.17326e+18,4,70,-0.07500000000000001,0.45
62561348.0,1.17251e+18,16,142,-0.1,0.5
62561348.0,1.17231e+18,1,83,-0.2666666666666666,0.38888888888888884
62561348.0,1.17231e+18,1,88,0.175,0.425
62561348.0,1.17231e+18,0,104,0.25,0.3
62561348.0,1.17231e+18,0,102,0.3,0.3333333333333333
