id,katz,betweenness,authority,screen_name,followers,friends,verified,created_at,listed,tipo,average_engagement,common_words,common_ht_words,common_hts
1624061378.0,1.1501430966873352,0.0,2.6314161817936462e-06,TeoG29,115334,0,False,2013,109,fans,1475.620253164557,"[('river', 26), ('plate', 7), ('grande', 6)]","[('river', 3), ('dios', 2), ('feliz', 2)]","[('YoCreoEnJunior', 1), ('ConLaFeIntacta', 1), ('GloriaDios', 1)]"
138764252.0,3.1868527373825994,0.0009163290050352207,0.0001900257297483584,LaudEstereo,25180,2472,False,2010,219,radio,6.518518518518518,"[('leídas', 27), ('aire', 27), ('paso', 14)]","[('leídas', 27), ('aire', 27), ('revista', 11)]","[('LasMásLeídas', 27), ('AlAire', 26), ('RevistaDeLaMañana', 10)]"
80651703.0,2.221546361914791,0.0021767612404904814,0.0002368804520469858,karollMarquez,128440,679,True,2009,481,entretenimiento,8.124513618677042,"[('gracias', 44), ('feliz', 26), ('cartas', 24)]","[('cartas', 24), ('mesa', 23), ('aguanile', 11)]","[('ELIMPORTANTE', 36), ('LasCartasSobreLaMesa', 23), ('AguanileElMusical', 10)]"
143285665.0,3.205030398451168,0.0010253832695979767,0.00032838942900235496,Hora20,364563,188,False,2010,2198,radio,5.341708542713568,"[('debate', 65), ('desafíos', 48), ('regionales', 48)]","[('debate', 63), ('desafíos', 46), ('regionales', 46)]","[('DebateH20', 63), ('DesafíosRegionales', 46), ('LaFugaDeAída', 37)]"
69042605.0,2.814315542905472,0.002255982598223642,0.00015861421914541092,MartinaMusica,158182,642,True,2009,175,entretenimiento,258.00925925925924,"[('baila', 17), ('familia', 14), ('—', 12)]","[('baila', 17), ('familia', 14), ('culpa', 11)]","[('MiFamiliaBailaMejor', 14), ('TuCulpa', 11), ('Bailame', 6)]"
349780099.0,8.474454705257433,0.0027767903338327595,0.007630492617125444,CarlosHolmesTru,130988,8654,True,2011,440,politica,736.0263157894736,"[('colombia', 17), ('presidente', 14), ('renueva', 10)]","[('renueva', 10), ('colombia', 10), ('asamblea', 7)]","[('LaOEASeRenuevaEnColombia', 10), ('AsambleaOEA', 7), ('SomosAnfitrionesOEA', 1)]"
187982680.0,5.010275993092048,0.0008827618637921629,0.0026991122452415567,Colciencias,146898,3012,True,2010,917,entidad publica,6.078125,"[('convocatoria', 78), ('investigación', 48), ('país', 45)]","[('ciencia', 26), ('colombia', 23), ('talento', 19)]","[('TalentoParaLaCiencia', 19), ('OCADCTeI', 12), ('CrearloNoEsSuficiente', 9)]"
292412239.0,1.2237702635893075,0.00012977653033427992,3.6244315083867547e-05,sandracaracol,155765,213,False,2011,582,opinion,12.571428571428571,"[('gracias', 5), ('en…', 4), ('quiero', 3)]","[('tbt', 2), ('quinceaños', 2), ('quehapasado', 2)]","[('tbt', 2), ('quinceaños', 2), ('quehapasado', 2)]"
32167239.0,2.949711744505319,0.001506352270615206,0.00013683814208216742,NicolasMayorca,50865,1131,True,2009,225,entretenimiento,23.142857142857142,"[('canela', 9), ('colombia', 5), ('dale', 5)]","[('canela', 7), ('miedo', 3), ('octu', 2)]","[('Canela', 7), ('SinMiedo', 3), ('HoyDecido', 2)]"
362638915.0,1.2733693063048257,0.0008195301670116242,4.080560403528328e-06,camilosernav,18792,569,False,2011,28,opinion,88.92424242424242,"[('bebés', 4), ('regalo', 4), ('instagram', 4)]","[('amory', 1), ('amistad', 1), ('lucy', 1)]","[('AmoryAmistad', 1), ('LucyVelezBeauty', 1), ('lucyvelezbeauty', 1)]"
128248719.0,2.9727108157639415,0.0014447316323739662,9.646511940083884e-05,Tuiteretera,24753,4255,False,2010,389,opinion,11.028571428571428,"[('jajaja', 11), ('shark', 9), ('tank', 9)]","[('shark', 9), ('tank', 9), ('col', 9)]","[('SharkTankCol', 9), ('SiMiCelularHablara', 3), ('FrutoSalvaje', 1)]"
132095257.0,5.2831698162013945,0.0023246042666398357,0.00037045463195897103,TrendsBogota,20071,3702,False,2010,241,informativo,1.01,"[('bogotã', 200)]","[('bogotã', 200), ('oct', 2), ('numerologíaenelcartel', 1)]","[('Bogotã', 200), ('numerologíaenelcartel', 1), ('santafe', 1)]"
139388858.0,1.346596449697792,9.023548411634565e-05,2.326562969681607e-05,JEANKCENTENO,185656,898,False,2010,405,opinion,18.939393939393938,"[('majjosee', 58), ('gracias', 19), ('…', 17)]","[('piccollage', 5), ('ferias', 1), ('mujereswaños', 1)]","[('piccollage', 5), ('CENTENOENMONTERREY', 3), ('FELIZNAVIDADLESEDESEACENTENO', 1)]"
141943866.0,3.1811092534640952,0.003638942716399125,0.0002151793038678225,JUANCAELBROKY,66329,40616,True,2010,160,opinion,102.92857142857143,"[('uribe', 20), ('indagatoria', 7), ('movimiento', 7)]","[('uribe', 10), ('movimiento', 7), ('antiuribista', 7)]","[('MovimientoAntiuribista', 7), ('CSJLleveAJuicioAUribe', 5), ('1DiaParaLaIndagatoria', 2)]"
48087492.0,2.3229541603363577,0.00035659332755324293,9.08759982321178e-05,PoloDemocratico,156448,214,True,2009,750,politica,12.384615384615385,"[('bogotá', 8), ('octubre', 4), ('seguimos', 4)]","[('olaamarilla', 5), ('bogota', 1)]","[('olaamarilla', 5), ('Bogota', 1)]"
448975295.0,2.1520418054989325,5.278858646279546e-05,0.00011587439477910888,palmamusica,41237,105,False,2011,121,opinion,21.25925925925926,"[('música', 5), ('luis', 4), ('escuchando', 3)]","[('egan', 2), ('luis', 2), ('miguel', 2)]","[('Egan', 1), ('EganCampeon', 1), ('GoogleHuawei', 1)]"
61728053.0,2.943000755421384,0.0003842222658493823,0.00016067621241372618,Unimagdalena,20463,184,True,2009,133,educacion,11.472222222222221,"[('unimagdalena', 92), ('siembra', 80), ('prográmate', 35)]","[('unimagdalena', 92), ('siembra', 79), ('prográmate', 32)]","[('PrográmateEnUM', 32), ('UnimagdalenaToday', 20), ('EventosUM', 19)]"
19347804.0,1.1127113159196278,1.0861427136435234e-05,3.1619164297034024e-06,fraynelson,36209,33,False,2009,238,religion,45.76969696969697,"[('ordinario', 46), ('fray', 40), ('nelson', 40)]","[('fray', 39), ('nelson', 39), ('laudes', 13)]","[('LaudesFrayNelson', 13), ('LectioFrayNelson', 13), ('VisperasFrayNelson', 13)]"
120805318.0,4.505445794371373,0.000604118038867947,0.00017995273152536192,DanielPalam,22171,4008,True,2010,80,politica,9.67123287671233,"[('cabeza', 24), ('lista', 24), ('hora', 18)]","[('hora', 18), ('bogota', 3), ('construyendo', 3)]","[('AEstaHora', 18), ('PartidaW', 3), ('Avancemos', 2)]"
295876773.0,2.1286406405387006,0.000320059186685431,0.00010588835398944069,elsanoguerabaq,115860,1533,True,2011,268,politica,70.54074074074074,"[('gente', 52), ('atlántico', 40), ('viene', 39)]","[('viene', 36), ('atlántico', 19), ('elsa', 12)]","[('VieneLoBueno', 36), ('Atlántico', 19), ('ElsaMóvil', 12)]"
156679445.0,2.691891554074441,0.0005232819924065301,0.00021514333802377257,Nuevoarc,32287,1542,False,2010,306,ong,2.8125,"[('cc', 4), ('voto', 4), ('colombia', 4)]","[('bote', 3), ('voto', 3), ('montería', 2)]","[('NoBoteSuVoto', 3), ('Montería', 2), ('Cartagena', 1)]"
622082899.0,7.878928006168794,0.004076583646634143,0.0015480614611224565,BluRadioCo,2426712,1929,True,2012,4092,radio,17.963768115942027,"[('→', 91), ('vocesy', 38), ('sonidos', 38)]","[('vocesy', 38), ('sonidos', 38), ('top', 32)]","[('VocesySonidos', 38), ('TopBLU', 32), ('EligeBluRadio', 32)]"
7.42e+17,1.0,0.0,0.0,adrianramosla20,33663,100,False,2016,67,deporte,0.0,[],[],[]
58982725.0,2.2960303259412465,0.0007061872814569557,9.27926714856451e-05,EugenioPrieto,21842,2240,False,2009,241,opinion,23.535714285714285,"[('aburrá', 16), ('valle', 14), ('calidad', 12)]","[('aire', 8), ('calidad', 7), ('prevención', 5)]","[('CalidadDelAire', 7), ('EstadoDePrevención', 5), ('NoticiasTM', 4)]"
287444289.0,2.024741309987001,0.0011291321728750686,0.00012087236505946472,LauraAcuna,1668705,412,True,2011,2738,entretenimiento,104.52542372881356,"[('gracias', 19), ('dios', 4), ('mil', 4)]","[('foto', 3), ('perfil', 3)]","[('NuevaFotoDePerfil', 3)]"
52848989.0,2.6824272402252243,0.001504434745862609,0.0001148806244607926,los40colombia,759926,417,True,2009,2021,radio,20.059748427672957,"[('medellin', 60), ('music', 47), ('urban', 46)]","[('medellin', 60), ('medellín', 18), ('heisel', 5)]","[('UMAMedellin', 60), ('UMAMedellín', 18), ('LOS40FEP', 12)]"
97061870.0,3.6920833085079616,0.0012050817143349599,0.00019521819759416058,TEDxBogota,21154,123,True,2009,327,entretenimiento,10.946666666666667,"[('soytedxbogota', 45), ('dx', 27), ('hambre', 25)]","[('soytedxbogota', 44), ('hambre', 15), ('dx', 12)]","[('soytedxbogota', 44), ('SinHambre', 15), ('biencomun', 11)]"
2979927201.0,1.8532850361330648,0.00031274547210182206,1.9399863862444545e-05,Heineken_col,119828,346,True,2015,58,empresa,15.952941176470588,"[('heineken', 58), ('disfruta', 44), ('show', 40)]","[('show', 40), ('disfruta', 39), ('champions', 21)]","[('DisfrutaElShow', 39), ('UEFAChampionsLeague', 15), ('LiveYourMusic', 13)]"
101347926.0,2.279897321852267,0.0005046812905378648,0.00010416586086247193,Triego,34217,3813,False,2010,213,opinion,2.7906976744186047,"[('colombia', 5), ('bogotá', 4), ('triego', 4)]","[('triego', 4), ('bogotá', 2), ('eats', 1)]","[('Bogotá', 2), ('TriegoEats', 1), ('FedererTheCat', 1)]"
41147203.0,2.486420397266901,0.0009330104521437523,0.0005925134589920822,lasillaenvivo,655918,417,True,2009,2000,radio,10.896341463414634,"[('botero', 118), ('moción', 112), ('congreso', 48)]","[('moción', 99), ('botero', 99), ('instalación', 37)]","[('MociónBoteroLSV', 99), ('InstalaciónCongresoLSV', 37), ('PNDlsv', 19)]"
1425590138.0,2.1457672841406485,0.0004099317542271521,0.00011695260203249492,5_henao,78153,112,False,2013,351,deporte,0.0,[],[],[]
33148967.0,2.779793355174482,0.0031014344101592327,0.00017181262121486517,Haroletto,32344,895,False,2009,311,opinion,32.29032258064516,"[('gracias', 9), ('equipo', 3), ('campeones', 3)]","[('copa', 2), ('campeones', 2), ('milo', 2)]","[('CopaDeCampeonesMilo', 2), ('EnEquipoSoyMas', 2), ('NoNosPonemosDeAcuerdo', 1)]"
160777114.0,4.3907805956978985,0.0006876156441722169,0.00010244172812450006,CamiloGuzmanS,167464,852,True,2010,295,entretenimiento,56.61764705882353,"[('podcast', 14), ('pa', 9), ('oir', 8)]","[('spreaker', 3), ('diamundialdelrock', 1), ('ambrosio', 1)]","[('spreaker', 2), ('diamundialdelrock', 1), ('ambrosio', 1)]"
243680902.0,2.4441500674973,0.0003491737618869058,0.00016993201979797915,LeonVaLenciaA,206319,546,False,2011,907,opinion,209.86666666666667,"[('paz', 32), ('reconciliación', 28), ('fundación', 27)]",[],[]
1579031275.0,1.6615744787698647,0.00037906997933753056,2.068876476092668e-05,GusAdolfoOrtiz,27565,26975,False,2013,71,opinion,7.724137931034483,"[('bogota', 11), ('vida', 5), ('candidato', 5)]","[('bogota', 4), ('petro', 1), ('claudia', 1)]","[('Bogota', 3), ('petro', 1), ('bogota', 1)]"
15930883.0,4.620935709938094,0.0035690915245576178,0.0004409241528345577,VLADDO,1277320,1667,True,2008,2990,opinion,225.75,"[('aporte', 11), ('puta', 11), ('obra', 11)]","[('aporte', 11), ('puta', 11), ('obra', 11)]","[('MiAporteParaMiPutaObra', 11), ('ElCínico', 4), ('Miguelito', 3)]"
61645096.0,1.4421400393023092,0.0004038004142901463,6.5078980512269834e-06,andreagarcia7,201669,309,False,2009,859,opinion,287.775956284153,"[('my', 132), ('new', 132), ('is', 126)]","[('andreagarcia', 23), ('latigrapro', 12), ('latigra', 4)]","[('andreagarcia', 23), ('latigrapro', 12), ('latigra', 4)]"
