source,target
119431745,266893089
119431745,2970525617
119431745,906610164
119431745,207214659
119431745,322011448
119431745,143533965
119431745,732690384942465025
119431745,154198440
119431745,58599566
119431745,2374322006
119431745,34798360
119431745,44946232
119431745,745646359
119431745,163341528
119431745,126204564
119431745,569180795
240822201,973022412886376455
973022412886376455,2250278832
973022412886376455,589717092
973022412886376455,473338133
973022412886376455,189165807
973022412886376455,540556681
240822201,89572355
89572355,244659783
89572355,458755731
89572355,819470120225566720
89572355,18488699
89572355,473338133
89572355,3092609308
89572355,62796429
89572355,22142090
89572355,190713465
89572355,242581181
89572355,309295164
89572355,1023792010455670784
89572355,56713266
89572355,175806207
89572355,534679905
89572355,2499219806
89572355,403889905
89572355,151100867
89572355,22386555
89572355,198753000
89572355,219990061
89572355,34814904
89572355,1362851972
89572355,116518454
89572355,186602339
89572355,39955069
89572355,132937730
89572355,58956408
89572355,183099929
89572355,165748292
240822201,64839766
64839766,150327476
64839766,823348278830002177
64839766,847591188332990466
64839766,202812622
64839766,155428489
64839766,1190937378
64839766,963114199
64839766,627541001
64839766,2499219806
64839766,2674249872
64839766,61018481
64839766,747891746512736256
64839766,256186607
64839766,768533872564895744
64839766,145903908
64839766,4923782098
64839766,302794483
64839766,84365525
64839766,766210752
64839766,1897857392
64839766,745646359
64839766,97452391
64839766,66711542
64839766,3003783496
64839766,2370838338
64839766,293612779
64839766,2939615002
64839766,281217900
64839766,22386555
64839766,814267892
240822201,282750421
282750421,132095257
282750421,808786498074120192
282750421,1180020318
282750421,372868087
15930883,1920140406
1920140406,805752104
1920140406,990316385925550081
990316385925550081,300518510
990316385925550081,237759006
990316385925550081,191064021
990316385925550081,2400080066
990316385925550081,231803432
990316385925550081,176997689
990316385925550081,595043885
990316385925550081,220136091
990316385925550081,60994159
990316385925550081,138764252
990316385925550081,95326483
990316385925550081,47858163
990316385925550081,26946244
990316385925550081,410228042
990316385925550081,2363288942
990316385925550081,201098203
990316385925550081,18730977
990316385925550081,49681553
990316385925550081,156457945
990316385925550081,116518454
990316385925550081,52574348
990316385925550081,4889381914
990316385925550081,136112883
990316385925550081,150327476
990316385925550081,101486124
990316385925550081,179584524
990316385925550081,12542002
990316385925550081,346047922
990316385925550081,171273754
990316385925550081,1466003185
1920140406,39264035
39264035,137091642
39264035,58648367
39264035,219990061
39264035,847591188332990466
39264035,115160353
39264035,59976153
39264035,101486124
39264035,476011253
39264035,163341528
39264035,201398373
39264035,199811461
39264035,1915063518
39264035,137908875
39264035,150372649
39264035,626592458
39264035,350862112
39264035,159950603
39264035,172822388
39264035,2970525617
39264035,79908188
39264035,193386305
39264035,221989598
39264035,464766062
39264035,191116947
39264035,286418059
39264035,33364657
39264035,86201320
39264035,40680083
39264035,1720868641
39264035,43779912
1920140406,703394216
703394216,915615485147910144
703394216,55379094
703394216,4924567721
703394216,761111202541948928
703394216,52558480
703394216,473338133
703394216,116925166
703394216,175806207
703394216,823348278830002177
703394216,397366316
703394216,768533872564895744
703394216,770378969153671169
703394216,745370515372650496
703394216,2374322006
703394216,14884514
703394216,91383477
703394216,522627214
703394216,52819651
703394216,2250278832
703394216,70493521
703394216,783181572
703394216,68507139
703394216,745646359
703394216,3171885767
703394216,152010594
703394216,370076922
703394216,40533752
703394216,465628233
703394216,166608232
703394216,57174405
1920140406,552672016
552672016,43372273
552672016,187579797
552672016,602202968
552672016,198753000
552672016,2939615002
552672016,322623953
552672016,1115440213
552672016,61097151
552672016,570274533
552672016,129683990
552672016,732690384942465025
552672016,22488241
552672016,69059849
552672016,175488530
552672016,825074170191032320
552672016,58645164
552672016,126204564
552672016,35013719
552672016,25185308
552672016,246089111
552672016,146985042
552672016,161084107
552672016,201398373
552672016,518918764
552672016,397366316
552672016,117109734
552672016,18079284
552672016,191116947
552672016,20560294
552672016,622082899
1920140406,87713796
87713796,171273754
87713796,36352562
87713796,25185308
87713796,178463022
87713796,62528273
87713796,2499219806
87713796,1969572817
87713796,933739074401251328
87713796,158419572
87713796,208901797
87713796,247010120
87713796,626592458
87713796,473216817
87713796,57939244
87713796,15695712
87713796,20560294
87713796,906610164
87713796,737194520
87713796,302141241
87713796,383248517
87713796,242507324
87713796,59976153
87713796,410228042
87713796,21938850
87713796,22386555
87713796,19236074
87713796,213769894
87713796,294774577
87713796,69135570
87713796,143285665
1920140406,116633016
116633016,2499219806
116633016,61550180
116633016,67346033
116633016,181226954
116633016,273730353
116633016,308257399
116633016,174443391
116633016,175806207
116633016,132937730
116633016,736337512248029184
116633016,318625615
116633016,87713796
116633016,386050296
116633016,97452391
116633016,382419827
116633016,57990114
116633016,161084107
116633016,15930883
116633016,135321834
116633016,126204564
116633016,152010594
116633016,348218292
116633016,173129929
116633016,823348278830002177
116633016,25185308
116633016,268322810
116633016,1362851972
116633016,61097151
116633016,179584524
116633016,101736223
1920140406,3092609308
3092609308,57990114
3092609308,877236050397147136
3092609308,62694426
3092609308,15930883
3092609308,1103658673312878592
3092609308,847591188332990466
3092609308,172822388
3092609308,382419827
3092609308,3376511
3092609308,136112883
3092609308,834856830677430272
3092609308,915615485147910144
3092609308,124809915
3092609308,2253843594
3092609308,988520294284439554
3092609308,39683468
3092609308,36352562
3092609308,242730842
3092609308,373138480
3092609308,66711542
3092609308,982392467239645185
3092609308,38670671
3092609308,152010594
3092609308,198984928
3092609308,1724076636
3092609308,143285665
3092609308,206402786
3092609308,100006904
3092609308,2499219806
3092609308,933739074401251328
1920140406,175806207
175806207,37945293
175806207,87286688
175806207,102769344
175806207,156457945
175806207,29202899
175806207,80929199
175806207,3193116503
175806207,4889381914
175806207,120151795
175806207,135321834
175806207,243942097
175806207,98781946
175806207,373138480
175806207,219990061
175806207,174243123
175806207,2939615002
175806207,89528007
175806207,138135627
175806207,242730842
175806207,823348278830002177
175806207,191465222
175806207,87356295
175806207,18488699
175806207,168285907
175806207,703680708787568640
175806207,4924567721
175806207,86201320
175806207,296607146
175806207,557962740
175806207,64899098
1920140406,1103658673312878592
1103658673312878592,98717917
1103658673312878592,4924567721
1103658673312878592,915615485147910144
1103658673312878592,1001127206930862081
1103658673312878592,55379094
1103658673312878592,2250278832
1103658673312878592,3218656133
1103658673312878592,338472735
1103658673312878592,190713465
1920140406,501372328
501372328,736043042642235392
501372328,69059849
501372328,1180020318
501372328,305807829
501372328,11545
501372328,87781992
501372328,60385057
501372328,554794486
501372328,480847890
501372328,187267552
501372328,63541160
501372328,38227815
501372328,58650958
501372328,735623748
501372328,3098120831
501372328,190755402
501372328,262392726
501372328,139518091
501372328,64767902
501372328,318625615
501372328,48382364
501372328,62796429
501372328,171313205
501372328,1393156274
501372328,330505265
501372328,622082899
501372328,185002815
501372328,61018481
501372328,48715653
501372328,105269099
1920140406,62694426
62694426,15930883
62694426,171313205
62694426,1920140406
62694426,450982091
62694426,3092609308
62694426,59976153
62694426,87356295
62694426,1362851972
62694426,124809915
62694426,159950603
62694426,244659783
62694426,172822388
62694426,2499219806
62694426,351129731
62694426,2202387091
62694426,324448788
62694426,38650624
62694426,42172973
62694426,960943470390272006
62694426,36087400
62694426,118906931
62694426,150058141
62694426,86201320
62694426,56713266
62694426,71151896
62694426,142968962
62694426,136112883
62694426,39159334
62694426,1439221506
62694426,237445795
1920140406,36352562
36352562,242581181
36352562,309295164
36352562,152394247
36352562,2873771193
36352562,60613480
36352562,117109734
36352562,114469124
36352562,1074297629323001857
36352562,376967417
36352562,348116906
36352562,834856830677430272
36352562,174049509
36352562,119431745
36352562,57664761
36352562,130556855
36352562,473338133
36352562,2253843594
36352562,1103658673312878592
36352562,141943866
36352562,148996782
36352562,151100867
36352562,2202387091
36352562,71151896
36352562,2411541594
36352562,154000683
36352562,285180126
36352562,148925237
36352562,163961519
36352562,159950603
36352562,476011253
1920140406,69059849
69059849,187267552
69059849,243239970
69059849,1023792010455670784
69059849,397356118
69059849,48382364
69059849,1050603855489032192
69059849,501372328
69059849,97061870
69059849,256388684
69059849,132937730
69059849,373138480
69059849,150327476
69059849,136112883
69059849,1072185262669746179
69059849,242730842
69059849,570274533
69059849,4924567721
69059849,450982091
69059849,166758431
69059849,80929199
69059849,42453120
69059849,1724076636
69059849,266241597
69059849,248760009
69059849,171570056
69059849,4827264434
69059849,862057418
69059849,35535847
69059849,256186607
69059849,91383477
1920140406,247816345
247816345,819470120225566720
247816345,139518091
247816345,179568136
247816345,473216817
247816345,242507324
247816345,247010120
247816345,171345549
247816345,147779959
247816345,243942097
247816345,191945298
247816345,3290301301
247816345,358917312
247816345,2838220979
247816345,598569284
247816345,309295164
247816345,1311568549
247816345,143924206
247816345,122495812
247816345,179764916
247816345,238345990
247816345,703394216
247816345,958123904
247816345,2924803627
247816345,3021868594
247816345,219508242
247816345,283180200
247816345,60816296
247816345,1190937378
247816345,3438445318
247816345,79908188
1920140406,553075553
553075553,69059849
553075553,1920140406
553075553,1050603855489032192
553075553,158431451
553075553,52574348
553075553,631580827
553075553,20560294
553075553,242730842
553075553,195476107
553075553,554543183
553075553,87837411
553075553,38533136
553075553,124355265
553075553,22488241
553075553,150270167
553075553,35013719
553075553,126204564
553075553,60613480
553075553,3300493816
553075553,45383275
553075553,138854356
553075553,883080230352691201
553075553,198984928
553075553,42890967
553075553,68961687
553075553,601341785
553075553,63773715
553075553,142454580
553075553,626592458
553075553,805752104
1920140406,79585327
79585327,154263029
79585327,901550515783446529
79585327,70493521
79585327,732690384942465025
79585327,768533872564895744
79585327,1667809860
79585327,133112225
79585327,587523556
79585327,847591188332990466
79585327,1115440213
79585327,39322843
79585327,2939615002
79585327,860563925800235008
79585327,1720868641
79585327,235307099
79585327,36276135
79585327,152010594
79585327,403889905
79585327,3284817049
79585327,576624661
79585327,2762868178
79585327,281731492
79585327,101486124
79585327,4923782098
79585327,3100417523
79585327,761111202541948928
79585327,99561835
79585327,703680708787568640
79585327,867140092686741504
79585327,71151896
1920140406,58650958
58650958,35013719
58650958,126204564
58650958,622082899
58650958,40533752
58650958,14834302
58650958,9633802
58650958,18079284
58650958,20560294
58650958,19236074
1920140406,36276135
36276135,1920140406
36276135,886730405029842944
36276135,62694426
36276135,195851390
36276135,1130941704
36276135,50494032
36276135,327553766
36276135,90974409
36276135,220139044
36276135,272107679
36276135,711790155531735040
36276135,982392467239645185
36276135,151100867
36276135,46389700
36276135,36990178
36276135,933739074401251328
36276135,150058141
36276135,116518454
36276135,221466950
36276135,89572355
36276135,345766788
36276135,322623953
36276135,960943470390272006
36276135,34814904
36276135,168285907
36276135,178463022
36276135,37758638
36276135,988520294284439554
36276135,202848061
36276135,1362851972
1920140406,324448788
324448788,57990114
324448788,26946244
324448788,1023792010455670784
324448788,150372649
324448788,722851538293501954
324448788,55379094
324448788,933739074401251328
324448788,59976153
324448788,206402786
324448788,38670671
324448788,151624064
324448788,39683468
324448788,38533136
324448788,154670681
324448788,917133063737561089
324448788,196854832
324448788,1439221506
324448788,3171885767
324448788,834856830677430272
324448788,325856294
324448788,956896881635979270
324448788,161084107
324448788,847591188332990466
324448788,711790155531735040
324448788,401717571
324448788,338476223
324448788,736337512248029184
324448788,883112808
324448788,151100867
324448788,373497806
1920140406,290032175
290032175,365005024
290032175,773062191188770816
290032175,4827264434
290032175,1920140406
290032175,157298639
290032175,125981120
290032175,39863994
290032175,245503605
290032175,162926902
290032175,161084107
290032175,198887426
290032175,116518454
290032175,242169113
290032175,269039712
290032175,383603475
290032175,142454580
290032175,171345549
290032175,7641802
290032175,456063053
290032175,1180020318
290032175,132095257
290032175,211679970
290032175,310396673
290032175,409654033
290032175,159297142
290032175,76666825
290032175,218737843
290032175,179568136
290032175,62195042
290032175,126672796
1920140406,211679970
1920140406,301529052
301529052,2499219806
301529052,69059849
301529052,256388684
301529052,172822388
301529052,557962740
301529052,208197509
301529052,136112883
301529052,150327476
301529052,22488241
301529052,1920140406
301529052,137908875
301529052,19236074
301529052,40533752
301529052,31162623
301529052,397366316
301529052,38268837
301529052,114766106
301529052,122495812
301529052,99998161
301529052,1837388432
301529052,1601822730
301529052,66667757
301529052,348116906
301529052,237795382
301529052,554543183
301529052,177587281
301529052,2383874413
301529052,39322843
301529052,213771387
301529052,72672049
1920140406,213771387
1920140406,960943470390272006
960943470390272006,1601822730
960943470390272006,147993143
960943470390272006,142240353
960943470390272006,166956582
960943470390272006,179764916
960943470390272006,271551368
960943470390272006,327114221
960943470390272006,19844693
960943470390272006,933739074401251328
960943470390272006,230248207
960943470390272006,53170393
960943470390272006,1724076636
960943470390272006,346047922
960943470390272006,2253843594
960943470390272006,233001872
960943470390272006,324448788
960943470390272006,142968962
960943470390272006,825074170191032320
960943470390272006,105551593
960943470390272006,382419827
960943470390272006,172822388
960943470390272006,711790155531735040
960943470390272006,153180494
960943470390272006,158431451
960943470390272006,410228042
960943470390272006,36276135
960943470390272006,1920140406
960943470390272006,418851119
960943470390272006,139518091
960943470390272006,293612779
1920140406,961458944882499585
961458944882499585,158431451
961458944882499585,1920140406
961458944882499585,165748292
961458944882499585,309876108
961458944882499585,316574246
961458944882499585,127588840
961458944882499585,193533203
961458944882499585,130628574
961458944882499585,628002248
961458944882499585,2363288942
961458944882499585,58956408
961458944882499585,38670671
961458944882499585,960943470390272006
961458944882499585,766210752
961458944882499585,2253843594
961458944882499585,219508242
961458944882499585,22488241
961458944882499585,324448788
961458944882499585,48087492
961458944882499585,386050296
961458944882499585,189165807
961458944882499585,175488530
961458944882499585,46136516
961458944882499585,834856830677430272
961458944882499585,702690996178575362
961458944882499585,540556681
961458944882499585,770378969153671169
961458944882499585,152010594
961458944882499585,51918727
961458944882499585,79585327
1920140406,277212717
277212717,982392467239645185
277212717,365005024
277212717,1920140406
277212717,736043042642235392
277212717,67985464
277212717,265714930
277212717,42453120
277212717,166956582
277212717,48371942
277212717,85892576
277212717,390431020
277212717,1523822252
277212717,276675653
1920140406,886735918777991170
886735918777991170,376602924
886735918777991170,167435593
886735918777991170,177641139
