id,katz,betweenness,authority
426146744.0,1.5809820549604743,0.0006678773996402736,2.941033997817208e-05
162926902.0,3.461432757982909,0.005760293987988948,0.0004560639582683807
167435593.0,4.891714767087336,0.003584744557080932,0.00036907719850544466
269039712.0,1.3755699319900936,0.0001928542758275838,2.259453285911479e-05
62561348.0,2.050953057897916,0.0005485989407984416,0.00014097355757090757
246089111.0,2.1516866334740645,0.0008300256786109323,0.0001232946117661113
8.1e+17,1.0,0.0,0.0
83766201.0,1.5503632314648577,0.0009118075505888734,6.6200874350072165e-06
7.22e+17,1.0,0.0,0.0
172822388.0,6.017734850803925,0.003093131077814683,0.0004593941800038744
497511506.0,3.8363768168102177,0.0016689742755609232,0.0004843574079212603
34814904.0,3.0845864543582358,0.0021040444904441647,0.0004155960452974647
883034568.0,2.063743248962596,0.0006525532020621053,0.00018998407378217135
572963902.0,1.1301833765196807,5.6179505909786535e-05,2.0971327271989185e-05
175210651.0,2.238515282217997,0.0007336811953065202,0.00012356767607229064
146986073.0,1.5569946499682423,0.00030407430692821444,7.90381304424631e-05
1.16e+18,1.0,0.0,0.0
782076.0,3.0109537717169053,0.0007649840971894435,0.00020330085590996097
405056247.0,1.8205198737403234,0.0004098052596548224,7.936505320346892e-05
1624061378.0,1.1501430966873352,0.0,2.6314161817936462e-06
138764252.0,3.1868527373825994,0.0009163290050352207,0.00019002572974835842
80651703.0,2.221546361914791,0.0021767612404904814,0.0002368804520469858
143285665.0,3.205030398451168,0.0010253832695979767,0.00032838942900235496
69042605.0,2.814315542905472,0.002255982598223642,0.00015861421914541092
349780099.0,8.474454705257433,0.0027767903338327595,0.007630492617125443
187982680.0,5.010275993092048,0.0008827618637921629,0.0026991122452415563
292412239.0,1.2237702635893075,0.00012977653033427992,3.6244315083867547e-05
32167239.0,2.949711744505319,0.0015063522706152059,0.00013683814208216745
362638915.0,1.2733693063048257,0.0008195301670116242,4.0805604035283275e-06
128248719.0,2.972710815763941,0.0014447316323739662,9.646511940083883e-05
132095257.0,5.2831698162013945,0.0023246042666398353,0.00037045463195897103
139388858.0,1.346596449697792,9.023548411634566e-05,2.326562969681607e-05
141943866.0,3.1811092534640952,0.0036389427163991254,0.00021517930386782253
